0;1,9;3,3;1,4;3,9
1;3,3;3,7;1,6;3,9
2;3,5;2,0;1,9;4,0
3;2,2;4,2;1,5;3,1
4;2,3;4,5;1,4;3,7
5;3,3;1,9;1,5;1,9
6;2,3;3,2;1,2;2,6
7;3,1;2,6;2,0;2,2
8;2,7;1,9;1,5;4,3
9;2,8;1,2;1,4;2,5
10;2,1;3,3;1,4;3,7
11;1,9;2,1;1,5;3,8
12;3,5;1,9;2,3;3,1
13;2,2;1,4;2,3;2,5
14;3,5;3,5;1,7;1,4
15;1,5;2,7;1,3;4,4
16;2,6;1,7;2,1;2,7
17;1,5;2,3;1,3;4,7
18;1,9;2,9;1,2;2,6
19;1,3;1,3;5,0;1,7
20;1,9;2,2;1,4;2,7
21;3,5;1,8;2,0;3,0
22;3,5;2,5;1,9;2,7
23;1,9;1,8;1,7;1,7
24;4,2;2,9;2,4;1,8
25;4,5;1,5;1,5;1,9
26;2,0;3,3;1,9;2,0
27;1,0;1,1;1,0;1,2
28;2,9;2,9;3,5;2,6
29;3,5;4,6;1,2;2,1
30;4,2;4,4;2,1;1,9
31;2,3;5,0;1,4;3,6
32;2,9;5,0;1,4;2,7
33;3,7;4,5;1,2;2,1
34;4,8;4,6;1,1;1,6
35;1,6;1,0;1,1;2,1
36;2,2;3,2;1,2;2,7
37;1,2;1,9;1,1;1,9
38;1,6;2,8;1,1;2,4
39;1,5;2,6;1,2;3,2
40;1,5;3,0;1,2;2,8
41;1,4;2,3;1,3;3,6
42;1,3;2,7;1,2;2,4
43;1,6;1,9;1,2;2,2
44;1,5;3,3;1,4;2,9
45;3,5;4,7;1,2;2,0
46;1,1;1,5;1,0;1,6
47;2,5;3,6;1,5;3,6
48;1,4;1,9;1,1;1,9
49;1,5;1,7;1,1;2,5
50;1,6;2,3;1,3;4,1
51;1,6;2,8;1,5;3,7
52;1,3;1,7;4,1;2,5
53;1,3;2,3;1,5;4,1
54;1,4;2,8;1,3;3,4
55;2,1;1,2;1,2;1,5
56;5,0;1,4;1,2;1,2
57;4,3;1,6;1,3;1,3
58;2,1;1,3;1,2;1,0
59;1,3;2,2;1,1;2,1
60;1,5;2,0;1,3;3,3
61;1,4;1,9;1,1;1,6
62;2,8;2,0;2,0;3,8
63;3,3;4,4;1,2;2,3
64;3,6;2,9;2,3;2,2
65;2,3;3,8;1,2;3,0
66;1,6;4,3;1,4;2,8
67;1,6;3,9;1,4;2,6
68;2,5;4,2;1,4;2,7
69;1,4;2,3;1,6;4,0
70;2,2;2,1;2,2;4,4
71;1,6;2,2;1,6;4,3
72;1,8;1,9;2,0;4,8
73;1,3;2,4;1,5;4,6
74;1,3;1,7;4,4;3,2
75;4,4;1,5;4,5;2,3
76;4,0;1,4;2,0;2,9
77;2,3;3,9;1,3;3,3
78;2,8;4,8;1,3;3,3
79;1,7;2,9;1,2;3,6
80;2,5;3,9;2,3;4,4
81;1,6;1,3;1,7;2,1
82;2,2;2,1;2,0;4,0
83;1,8;2,2;1,6;3,8
84;1,5;1,7;4,5;3,2
85;4,4;1,5;1,1;1,9
86;4,3;1,4;1,4;2,0
87;4,6;1,3;1,5;1,5
88;4,1;2,5;1,4;2,7
89;1,4;2,0;1,6;4,7
90;1,6;1,9;2,1;4,6
91;1,4;2,0;1,5;4,0
92;1,7;2,1;1,6;3,9
93;1,2;2,2;1,5;3,6
94;1,4;2,2;1,6;5,0
95;1,9;2,1;1,7;4,4
96;1,3;1,8;1,6;3,8
97;2,7;2,4;1,8;3,8
98;3,7;1,7;2,2;2,9
99;3,6;2,3;2,3;2,0
100;2,5;2,7;1,7;3,7
101;3,7;2,2;2,5;2,0
102;1,3;1,6;1,2;2,6
103;3,5;2,4;1,5;2,9
104;2,8;1,5;2,2;3,3
105;3,5;1,7;2,4;2,3
106;2,2;1,5;1,6;2,0
107;3,5;1,9;1,7;3,4
108;3,7;2,3;2,3;2,0
109;4,7;1,3;1,5;1,5
110;2,2;2,6;3,5;3,4
