0;1.8;2.3;1.2;2.9
1;1.5;1.8;1.3;2.4
2;1.2;2.3;1.1;2.0
3;2.1;1.9;1.3;3.0
4;1.3;2.2;1.4;2.6
5;1.8;2.4;1.1;2.7
6;1.8;2.3;1.2;2.6
7;1.5;1.9;1.1;2.6
8;1.2;2.4;1.3;2.6
9;2.2;2.5;1.2;2.3
10;1.7;2.6;1.3;3.0
11;1.2;1.6;1.0;2.1
12;1.3;2.2;1.1;2.6
13;1.3;1.7;1.0;2.9
14;1.8;2.4;1.4;2.9
15;1.1;2.2;1.1;2.8
16;1.5;2.9;1.2;2.7
17;1.6;2.5;1.2;3.3
18;1.2;2.4;1.2;2.9
19;2.1;2.0;1.3;3.9
20;1.1;2.0;1.2;2.6
21;2.1;2.9;1.4;3.0
22;1.3;2.0;1.2;2.2
23;1.4;2.9;1.2;3.2
24;1.3;2.6;1.0;3.0
25;1.5;3.0;1.4;2.7
26;1.6;2.3;1.1;3.3
27;2.0;3.8;1.2;3.2
28;1.9;3.3;1.2;2.3
29;1.4;2.2;1.2;2.8
30;1.5;2.4;1.1;2.7
31;1.5;3.4;1.2;3.4
32;1.8;3.5;1.1;2.6
33;2.5;2.3;1.3;4.0
34;1.3;2.6;1.3;2.7
35;1.9;2.1;1.1;2.6
36;2.1;2.5;1.1;2.3
37;1.9;2.8;1.3;2.8
38;1.7;2.3;1.3;2.2
39;3.4;2.0;1.3;2.0
40;2.4;1.5;1.6;3.2
41;2.3;3.8;1.3;3.0
42;2.2;3.3;1.3;3.0
43;3.3;3.4;1.5;2.8
44;2.0;2.6;1.4;2.5
45;2.2;2.6;1.3;3.0
46;2.8;2.7;1.2;3.2
47;2.5;3.0;1.3;2.4
48;2.2;2.9;1.5;2.6
49;2.0;2.1;1.5;3.2
50;1.7;2.0;1.5;2.7
51;2.2;2.4;1.5;3.0
52;2.1;2.6;1.0;2.8
53;2.0;2.9;1.4;2.7
54;3.7;3.3;1.1;2.7
55;1.9;1.8;1.1;2.1
56;1.8;1.2;1.2;2.3
57;3.7;2.7;1.5;2.7
58;2.9;3.2;1.1;2.5
59;2.4;2.8;1.2;2.8
60;2.4;3.2;1.3;2.6
61;1.8;3.7;1.2;2.4
62;2.2;3.5;1.4;2.6
63;2.3;2.4;1.3;2.5
64;2.4;2.0;1.8;2.5
65;2.3;2.2;1.7;3.2
66;2.2;3.2;1.3;2.9
67;1.8;1.5;1.5;3.2
68;3.8;3.7;1.2;2.7
69;3.5;2.8;1.3;2.9
70;2.1;2.4;1.1;2.7
71;1.7;2.3;1.5;2.9
72;2.5;2.6;1.1;3.0
73;3.0;3.4;1.1;2.7
74;2.2;2.6;1.6;2.8
75;2.0;2.4;1.2;2.9
76;2.1;2.4;1.1;2.8
77;2.1;1.4;1.4;2.9
78;2.6;1.4;1.6;2.5
79;2.4;1.7;1.3;2.6
80;2.8;1.3;1.6;3.8
81;2.9;2.5;1.3;2.8
82;1.8;1.2;1.7;2.7
83;2.8;1.7;1.4;2.7
84;2.1;1.5;1.5;3.4
85;2.4;1.5;1.2;2.1
86;2.0;1.2;1.5;3.1
87;2.5;1.1;2.2;2.2
88;2.1;1.2;1.4;2.6
89;3.1;1.5;1.7;2.6
90;3.0;1.2;1.3;2.3
91;2.0;1.7;1.1;2.9
92;2.9;1.7;1.7;2.7
93;3.4;1.9;1.4;3.8
94;2.9;2.2;1.3;2.5
95;1.8;1.3;2.4;2.6
96;2.4;2.3;1.4;3.2
97;3.0;1.7;1.1;2.2
98;2.8;2.6;1.4;3.1
99;2.8;2.0;2.1;3.4
100;2.3;1.9;1.1;2.9
101;2.7;1.7;1.3;3.2
102;2.2;1.8;1.1;2.5
103;1.8;2.3;1.2;2.1
104;1.8;2.4;1.3;2.5
105;1.6;2.8;1.0;3.0
106;1.6;3.4;1.2;1.9
107;1.8;2.7;1.1;2.7
108;1.4;2.2;1.2;2.5
109;1.6;2.6;1.1;3.0
110;1.3;2.9;1.0;2.5
111;3.4;3.6;1.2;3.0
112;1.4;2.7;1.4;2.5
113;1.4;2.7;1.2;2.6
114;2.2;3.9;1.5;2.2
115;1.7;2.6;1.1;3.1
116;1.9;4.3;1.2;2.5
117;1.7;3.0;1.3;3.1
118;2.1;3.2;1.2;2.8
119;1.7;2.8;1.6;2.7
120;1.8;2.3;1.1;2.3
121;1.6;2.8;1.0;2.4
122;2.2;4.0;1.2;2.7
123;2.2;5.0;1.3;3.0
124;2.0;4.1;1.3;2.0
125;1.8;4.3;1.3;3.1
126;1.6;2.5;1.1;2.8
127;1.6;2.6;1.5;2.9
128;1.4;3.3;1.2;2.4
129;1.3;2.7;1.1;2.6
130;1.9;3.6;1.2;2.8
131;2.0;2.7;1.3;2.8
132;2.0;2.8;1.3;2.6
133;1.9;3.7;1.3;3.8
134;1.6;2.6;1.1;2.2
135;2.5;4.0;1.1;2.5
136;1.7;2.3;1.0;2.3
137;1.8;3.3;1.1;2.8
138;1.9;3.3;1.5;2.4
139;1.3;2.8;1.1;2.0
140;1.5;3.0;1.3;2.5
141;1.1;2.7;1.2;2.5
142;1.5;3.2;1.3;2.6
143;1.4;2.0;1.0;1.9
144;1.6;3.0;1.7;2.5
145;1.2;2.1;1.5;2.1
146;1.5;2.5;1.4;2.5
147;1.5;3.3;1.3;2.5
148;2.6;3.0;1.2;2.2
149;1.4;3.0;1.2;1.6
150;1.4;2.1;1.1;2.7
151;2.3;4.0;1.2;2.4
152;1.4;2.0;1.4;2.3
153;1.4;3.0;1.2;2.2
154;1.5;2.8;1.2;2.2
155;1.7;3.2;1.2;2.9
156;1.8;2.8;1.3;3.0
157;2.9;3.6;1.2;1.9
158;1.5;2.3;1.0;2.2
159;1.7;3.4;1.1;3.0
160;1.7;3.1;1.8;2.4
161;1.5;3.1;1.1;2.7
162;2.0;3.3;1.2;2.2
163;1.9;2.8;1.2;2.4
164;1.9;2.9;1.2;2.4
165;2.5;2.9;1.1;2.2
166;2.4;3.6;1.3;2.1
167;1.7;3.0;1.5;1.4
168;1.9;2.6;1.5;2.3
169;1.6;2.4;1.2;1.9
170;1.5;3.3;1.2;2.4
171;1.4;2.5;1.3;2.5
172;1.7;2.5;1.3;2.1
173;1.7;3.1;1.2;2.8
174;2.3;3.7;1.3;2.9
175;2.6;3.8;1.3;2.0
176;1.9;3.5;1.3;2.5
177;2.2;1.8;1.7;1.3
178;3.5;2.1;1.2;1.4
179;2.8;1.8;1.3;1.8
180;3.2;1.5;1.3;2.2
181;2.4;1.7;1.2;2.2
182;2.5;1.5;1.6;2.0
183;1.5;1.4;1.1;1.3
184;1.1;1.0;1.0;1.1
185;2.1;3.0;1.1;1.6
186;1.9;2.9;1.0;1.8
187;1.8;2.1;1.0;1.6
188;2.9;3.4;1.4;2.7
189;1.4;2.1;1.1;1.9
190;1.8;2.4;1.1;2.4
191;1.6;1.9;1.2;1.6
192;1.0;1.7;1.0;1.4
193;2.1;2.7;1.1;2.8
194;1.7;2.0;1.1;2.1
195;1.8;2.0;1.3;1.8
196;1.8;2.2;1.2;2.1
197;3.2;2.3;1.0;1.8
198;2.0;2.0;1.2;2.4
199;1.8;2.6;1.2;2.1
200;1.6;1.9;1.0;1.8
201;1.8;2.9;1.2;1.8
202;2.7;3.3;1.1;2.1
203;1.7;2.2;1.1;2.0
204;2.1;2.4;1.0;2.1
205;1.6;2.7;1.6;3.0
206;1.3;2.5;1.1;1.9
207;1.4;1.9;1.0;1.7
208;1.9;2.2;1.1;2.5
209;1.8;1.6;1.1;1.7
210;2.7;4.4;1.2;2.0
211;1.6;2.3;1.1;2.0
212;1.5;1.9;1.0;2.1
213;2.0;2.2;1.1;2.1
214;1.1;2.0;1.1;1.8
215;1.4;2.1;1.2;1.8
216;1.6;1.4;1.5;1.5
217;1.9;1.6;1.4;1.7
218;2.6;2.3;1.7;1.8
219;2.6;3.6;1.8;2.1
220;2.0;1.5;1.5;1.8
221;2.2;2.0;1.3;2.1
222;3.2;2.4;1.5;2.0
223;2.2;1.8;1.5;1.8
224;2.5;1.7;1.6;1.7
225;2.0;1.7;1.3;1.7
226;2.4;2.4;1.7;1.9
227;2.8;2.5;1.7;1.6
228;2.3;3.0;1.8;2.1
229;2.9;2.5;2.0;2.2
230;2.0;1.9;1.7;2.0
231;2.4;1.9;1.5;1.7
232;2.3;2.0;1.5;2.0
233;2.8;2.0;1.6;1.7
234;2.3;2.3;1.5;2.0
235;2.5;2.1;1.8;2.1
236;2.1;2.3;1.7;2.1
237;2.2;1.8;1.7;2.0
238;2.6;2.2;1.6;2.2
239;1.8;1.6;1.3;1.5
240;2.8;2.0;1.3;1.4
241;2.1;2.0;1.3;1.7
242;2.2;2.0;1.8;2.2
243;1.3;1.3;1.0;1.1
244;1.7;1.7;1.3;1.5
245;2.0;1.9;1.6;1.5
246;2.3;2.0;1.4;1.5
247;2.6;1.7;1.9;2.0
248;1.5;1.5;1.2;1.3
249;1.9;1.3;1.2;2.6
250;2.0;1.5;1.2;2.9
251;1.5;1.5;1.1;2.4
252;2.1;1.3;1.3;3.1
253;2.3;1.3;1.2;2.7
254;1.9;1.3;1.3;2.5
255;2.3;1.7;1.2;3.3
256;1.2;1.5;1.4;4.2
257;2.0;1.5;1.2;2.3
258;2.0;1.9;1.2;2.9
259;1.8;1.8;1.3;2.7
260;2.2;1.7;1.1;3.0
261;2.2;1.7;1.2;3.6
262;2.0;1.4;1.2;3.5
263;2.3;1.6;1.3;3.1
264;2.0;1.7;1.5;3.3
265;1.6;1.4;1.1;2.3
266;2.4;2.1;1.1;3.8
267;2.6;1.6;1.5;3.4
268;2.2;1.7;1.2;2.8
269;1.6;1.7;1.6;2.4
270;2.0;1.7;1.3;3.1
271;2.7;1.1;1.1;3.1
272;2.1;1.8;1.2;3.1
273;1.8;1.9;1.4;2.7
274;2.6;2.1;1.2;3.9
275;3.8;1.3;1.3;3.6
276;1.5;1.3;1.3;2.9
277;1.5;1.5;1.2;2.9
278;3.0;1.7;1.4;3.2
279;1.4;1.4;1.1;2.3
280;2.2;1.5;1.2;2.3
281;2.0;2.3;1.2;4.1
282;1.8;1.6;1.3;2.4
283;2.4;1.6;1.6;3.2
284;1.7;1.8;1.2;3.1
285;2.2;2.0;1.2;2.5
286;1.8;1.5;1.2;2.8
287;2.1;1.6;1.5;3.2
288;1.7;1.9;1.0;3.5
289;2.9;1.3;1.4;2.4
290;3.3;1.2;1.1;2.5
291;3.0;1.4;1.6;3.2
292;3.4;1.2;1.8;2.9
293;2.9;1.2;1.2;2.8
294;2.8;1.3;1.2;3.0
295;2.2;1.7;1.2;2.5
296;1.6;1.0;1.2;1.3
297;1.2;1.0;1.1;1.2
298;1.2;1.1;1.0;1.1
299;1.2;1.0;1.0;1.1
300;1.4;1.0;1.1;1.3
301;1.2;1.1;1.0;1.3
302;1.0;1.0;1.0;1.0
303;2.0;2.3;1.4;2.9
304;1.4;2.0;1.1;2.1
305;1.3;2.3;1.3;3.2
306;1.3;2.3;1.3;2.6
307;1.3;2.1;1.0;3.0
308;1.7;2.0;1.5;2.6
309;1.3;2.7;1.4;2.9
310;1.6;3.3;1.4;3.3
311;1.8;2.7;1.2;2.9
312;1.9;1.3;1.3;2.4
313;1.4;2.3;1.1;2.2
314;1.3;2.1;1.2;2.5
315;1.3;2.2;1.2;2.5
316;2.0;3.0;1.3;3.3
317;1.9;2.3;1.3;2.8
318;2.0;2.2;1.2;2.5
319;1.5;2.6;1.4;2.8
320;1.5;1.9;1.2;2.5
321;1.8;2.5;1.2;2.9
322;1.7;2.3;1.3;2.1
323;1.5;1.4;1.2;2.0
324;1.5;2.9;1.3;2.3
325;1.5;2.3;1.2;2.6
326;1.5;2.5;1.2;2.5
327;1.8;2.5;1.1;2.7
328;1.9;2.7;1.2;2.9
329;2.6;2.7;1.3;2.8
330;2.1;2.0;1.2;2.9
331;1.9;2.6;1.2;2.5
332;2.0;2.1;1.2;2.4
333;1.4;2.5;1.1;2.5
334;2.8;4.5;1.3;2.6
335;1.5;2.0;1.1;2.5
336;1.3;2.7;1.3;3.1
337;1.5;2.6;1.2;2.0
338;1.4;1.6;2.0;2.1
339;1.1;1.6;1.0;2.1
340;1.5;1.3;1.0;2.8
341;1.1;1.3;1.0;2.3
342;3.5;1.3;1.1;3.3
343;1.7;1.8;1.0;2.9
344;1.7;1.3;3.2;3.2
345;1.3;1.8;1.5;2.7
346;1.2;2.0;1.1;2.6
347;1.9;1.7;1.3;2.7
348;1.3;1.5;1.0;2.1
349;1.4;2.0;1.1;2.5
350;1.9;1.9;1.5;2.8
351;1.5;2.2;1.8;2.8
352;1.3;1.6;1.2;2.2
353;1.8;1.8;1.1;3.5
354;1.2;1.5;1.1;3.7
355;1.1;2.2;1.1;4.3
356;1.2;1.3;1.1;2.9
357;1.8;2.0;1.3;2.8
358;1.7;2.0;1.2;2.9
359;1.6;2.1;1.6;3.0
360;1.4;1.6;1.2;2.8
361;1.8;1.5;1.2;2.9
362;2.1;1.6;1.3;2.4
363;1.7;1.4;1.2;2.8
364;1.9;1.9;1.1;2.5
365;1.1;1.6;1.2;2.4
366;2.3;1.9;1.7;2.7
367;2.2;1.7;1.1;2.6
368;1.5;1.6;1.1;2.3
369;1.5;1.4;1.1;2.7
370;1.8;1.9;1.1;2.2
371;1.3;1.9;1.1;2.5
372;3.1;1.4;2.0;2.8
373;2.6;1.3;2.0;1.8
374;2.6;1.2;1.7;2.0
375;2.4;2.1;1.2;2.1
376;2.4;1.2;1.7;2.4
377;2.6;1.4;2.2;3.3
378;3.6;2.6;1.7;2.3
379;2.5;1.4;2.0;2.4
380;2.4;1.6;1.6;2.9
381;3.3;2.0;1.7;3.0
382;3.2;1.6;1.8;4.0
383;3.6;3.0;2.1;2.1
384;3.7;1.4;1.9;2.8
385;2.4;1.3;1.7;2.6
386;2.5;1.2;1.7;1.9
387;3.1;3.3;1.9;1.6
388;2.6;2.2;1.6;3.5
389;1.9;1.8;1.5;3.0
390;2.7;1.2;2.0;2.3
391;1.6;1.3;1.3;2.0
392;2.8;1.3;2.2;2.5
393;2.1;1.5;2.2;1.8
394;2.4;1.5;1.7;2.3
395;1.6;1.4;1.3;2.3
396;2.4;1.7;2.0;2.0
