0;3.8
1;4.0
2;3.8
3;4.0
4;3.8
5;4.2
6;3.5
7;3.7
8;4.2
9;3.8
10;4.1
11;4.0
12;3.9
13;3.5
14;3.9
15;3.6
16;3.9
17;3.8
18;4.5
19;4.1
20;3.9
21;4.0
22;3.9
23;3.5
24;3.8
25;4.1
26;4.0
27;3.9
28;4.1
29;3.6
30;4.0
31;3.7
32;3.9
33;4.2
34;4.5
35;3.3
36;4.1
37;4.5
38;3.8
39;3.7
40;4.1
41;4.1
42;4.0
43;4.1
44;4.0
45;4.1
46;4.1
47;3.7
48;4.0
49;4.5
50;3.8
51;3.8
52;3.8
53;3.7
54;3.5
55;3.6
56;4.2
57;3.5
58;3.8
59;4.2
60;3.7
61;3.8
62;3.8
63;3.7
64;4.3
65;4.0
66;4.0
67;4.2
68;3.8
69;3.6
70;3.5
71;3.9
72;3.8
73;3.8
74;3.9
75;3.7
76;4.4
77;4.4
78;4.0
79;3.6
80;4.3
81;3.9
82;4.1
83;4.1
84;4.2
85;3.7
86;4.2
87;3.7
88;4.4
89;3.9
90;4.0
91;3.6
92;3.9
93;3.9
94;3.4
95;4.0
96;3.6
97;3.7
98;3.4
99;4.5
100;4.0
101;4.1
102;3.8
103;4.2
104;3.8
105;3.8
106;4.1
107;3.8
108;3.8
109;4.0
110;3.7
111;4.2
112;3.8
113;3.1
114;3.8
115;3.9
116;3.9
117;3.8
118;3.5
119;3.9
120;3.7
121;3.7
122;3.9
123;4.2
124;3.8
125;4.0
126;3.6
127;3.9
128;4.1
129;3.7
130;4.0
131;4.0
132;4.0
133;3.8
134;4.0
135;4.1
136;4.0
137;4.2
138;4.1
139;3.7
140;4.0
141;3.6
142;3.8
143;3.2
144;4.5
145;3.6
146;3.7
147;3.9
148;3.5
149;3.8
150;3.6
151;3.8
152;3.6
153;3.9
154;3.3
155;4.1
156;3.8
157;3.8
158;3.7
159;4.0
160;3.9
161;3.5
162;3.9
163;3.8
164;3.5
165;3.6
166;3.9
167;4.3
168;3.8
169;3.8
170;3.6
171;3.9
172;4.2
173;3.7
174;4.3
175;4.0
176;3.9
177;4.0
178;4.1
179;4.1
180;4.1
181;3.6
182;3.7
183;4.2
184;4.3
185;3.9
186;4.0
187;3.6
188;3.9
189;3.2
190;3.5
191;3.7
192;3.0
193;3.7
194;4.0
195;3.7
196;3.6
197;3.7
198;3.6
199;3.6
200;3.6
201;4.1
202;4.1
203;3.6
204;3.8
205;3.5
206;3.4
207;3.4
208;3.5
209;3.4
210;4.3
211;3.9
212;3.8
213;4.1
214;3.7
215;4.0
216;3.6
217;3.9
218;4.4
219;4.0
220;3.8
221;3.9
222;4.0
223;3.8
224;3.7
225;3.9
226;4.0
227;3.9
228;3.8
229;3.9
230;3.4
231;3.8
232;3.7
233;4.0
234;3.6
235;3.6
236;3.8
237;3.7
238;4.0
239;3.8
240;3.0
241;3.6
242;3.5
243;3.1
244;3.3
245;3.6
246;3.9
247;3.8
248;3.5
249;3.9
250;3.9
251;3.9
252;4.2
253;3.7
254;3.8
255;4.4
256;3.7
